Age;Sexe;Nationalité(s);Quartier
26;M;I;ROLLINGERGRUND/BELAIR-NORD
39;M;NL;GARE
24;M;E;BONNEVOIE-NORD/VERLORENKOST
51;F;FIN;BELAIR
61;F;P;GARE
9;M;UKR;CENTS
0;M;E;NEUDORF/WEIMERSHOF
43;M;F;HOLLERICH
23;M;F;DOMMELDANGE
32;M;F;BONNEVOIE-SUD
38;F;TJ;MERL
56;M;B;ROLLINGERGRUND/BELAIR-NORD
44;F;P;WEIMERSKIRCH
27;M;FIN;KIRCHBERG
53;M;PAK;GARE
24;F;IRL;MERL
41;M;P;BONNEVOIE-SUD
21;M;E;GARE
36;F;I;HOLLERICH
37;F;L, RA;CENTS
37;F;IND;ROLLINGERGRUND/BELAIR-NORD
33;M;TN;BELAIR
12;M;NL, R;BELAIR
42;M;E, DOM;GARE
35;M;F;KIRCHBERG
34;F;I;LIMPERTSBERG
35;F;H;BONNEVOIE-NORD/VERLORENKOST
20;F;D;GASPERICH
25;F;I;BONNEVOIE-SUD
52;M;P;BONNEVOIE-NORD/VERLORENKOST
54;F;F;LIMPERTSBERG
24;F;IRL;BELAIR
61;F;AFG;MERL
26;M;CO;EICH
31;F;L, B;DOMMELDANGE
61;F;L;MERL
1;M;SYR;BELAIR
0;M;J;MERL
29;F;SRB;NEUDORF/WEIMERSHOF
24;F;P;NEUDORF/WEIMERSHOF
5;M;UKR;EICH
38;M;L;CESSANGE
83;F;P;ROLLINGERGRUND/BELAIR-NORD
69;M;P;BEGGEN
30;F;P;GARE
54;M;PL;PFAFFENTHAL
31;F;L;LIMPERTSBERG
60;F;L;BONNEVOIE-SUD
20;F;I;BELAIR
24;M;F;BONNEVOIE-NORD/VERLORENKOST
5;F;L, F;CENTS
55;M;HRV;ROLLINGERGRUND/BELAIR-NORD
39;M;L, F;ROLLINGERGRUND/BELAIR-NORD
34;F;D;LIMPERTSBERG
62;F;D;BONNEVOIE-SUD
71;M;L;CENTS
35;M;F;BELAIR
66;F;L;BONNEVOIE-SUD
22;F;I;BONNEVOIE-SUD
32;F;P;NEUDORF/WEIMERSHOF
39;F;ERY;MUEHLENBACH
23;M;F;GARE
8;M;P;GASPERICH
35;F;UKR;BEGGEN
44;F;IND;KIRCHBERG
47;M;TJ;BONNEVOIE-SUD
40;M;I;MUEHLENBACH
24;M;I;GARE
41;F;D;KIRCHBERG
31;M;I;CENTS
0;M;CV;DOMMELDANGE
32;M;R;ROLLINGERGRUND/BELAIR-NORD
28;F;UKR;CENTS
26;M;L;ROLLINGERGRUND/BELAIR-NORD
7;M;R, MOL;BONNEVOIE-SUD
31;M;P;GARE
33;M;L;PFAFFENTHAL
33;F;LTU;CLAUSEN
27;F;IND;WEIMERSKIRCH
74;F;L;VILLE-HAUTE
56;M;L, MA;GARE
35;F;L, BLR;GARE
30;F;L, P;KIRCHBERG
24;M;USA;PFAFFENTHAL
32;M;L;BONNEVOIE-NORD/VERLORENKOST
50;M;P;KIRCHBERG
79;F;L;CENTS
32;M;SVN;CESSANGE
44;M;GR;DOMMELDANGE
29;M;E;BELAIR
25;M;I;BONNEVOIE-SUD
61;M;P;GARE
6;F;E;ROLLINGERGRUND/BELAIR-NORD
29;M;MS;GASPERICH
34;M;HRV;BELAIR
26;F;KAZ;CESSANGE
0;M;FIN;BONNEVOIE-SUD
40;F;F;LIMPERTSBERG
35;M;F;BONNEVOIE-SUD
42;M;P;GARE
29;F;IND;NEUDORF/WEIMERSHOF
32;M;P;HOLLERICH
39;F;R;ROLLINGERGRUND/BELAIR-NORD
0;F;I;GARE
47;F;L, DOM;BELAIR
36;F;AL;NEUDORF/WEIMERSHOF
56;F;E;KIRCHBERG
48;M;S;BELAIR
50;M;F;BELAIR
32;F;P;HOLLERICH
38;F;UKR;BONNEVOIE-NORD/VERLORENKOST
35;F;CZ;NEUDORF/WEIMERSHOF
29;F;I;GASPERICH
62;M;UKR;WEIMERSKIRCH
35;F;BR;ROLLINGERGRUND/BELAIR-NORD
28;F;H;LIMPERTSBERG
44;M;IND;BELAIR
25;M;MA;BELAIR
18;F;UKR;CENTS
33;F;P;GARE
36;F;TR;CENTS
32;F;D;MUEHLENBACH
51;M;CY;KIRCHBERG
32;M;E;HOLLERICH
1;M;L;BELAIR
30;M;L;BELAIR
40;F;LTU;BONNEVOIE-SUD
32;M;E;BELAIR
22;M;IND;CENTS
20;M;F;BONNEVOIE-SUD
50;M;F;GASPERICH
31;M;L, F;GASPERICH
24;M;D;WEIMERSKIRCH
23;M;SYR;BELAIR
29;M;HKJ;NEUDORF/WEIMERSHOF
31;M;BR;BONNEVOIE-SUD
25;F;F;GARE
76;M;L;GARE
34;M;B;HOLLERICH
30;F;F;BONNEVOIE-SUD
44;M;L, F;CESSANGE
43;M;I;ROLLINGERGRUND/BELAIR-NORD
62;M;IRL;GRUND
10;F;GB;HOLLERICH
71;M;BR;CESSANGE
37;F;TC;GASPERICH
31;M;CV;GASPERICH
32;F;IND;NEUDORF/WEIMERSHOF
32;M;ERY;GASPERICH
24;F;GR;CESSANGE
32;M;L, GB;MERL
23;F;I;BONNEVOIE-NORD/VERLORENKOST
27;F;F;GASPERICH
27;F;SYR;NEUDORF/WEIMERSHOF
17;M;UKR;LIMPERTSBERG
38;M;IND;BELAIR
2;F;UKR;CENTS
28;M;P;MERL
25;M;F;NEUDORF/WEIMERSHOF
1;F;L;BONNEVOIE-SUD
20;M;ERY;LIMPERTSBERG
19;F;L, F, USA;MERL
36;M;AL;NEUDORF/WEIMERSHOF
14;M;SYR;BELAIR
35;F;B;CESSANGE
26;F;I;PFAFFENTHAL
28;M;TN;GARE
27;F;B;GASPERICH
29;M;F;ROLLINGERGRUND/BELAIR-NORD
33;F;USA;LIMPERTSBERG
35;M;P;LIMPERTSBERG
28;M;D;CESSANGE
42;M;SN;GARE
25;M;F;BONNEVOIE-SUD
31;F;TJ;HOLLERICH
48;F;P;GARE
31;M;B;BELAIR
44;M;E;ROLLINGERGRUND/BELAIR-NORD
45;M;UKR;KIRCHBERG
48;F;E;BELAIR
27;M;D;GARE
31;F;BG;BONNEVOIE-SUD
36;M;F;BELAIR
60;F;XXX;BELAIR
7;F;RUS;VILLE-HAUTE
27;F;L, B;HOLLERICH
44;F;UKR;KIRCHBERG
27;M;SYR;BELAIR
38;F;F;CESSANGE
29;M;TC;GARE
27;M;MS;HOLLERICH
90;F;E;BONNEVOIE-SUD
27;F;RI;BELAIR
23;M;P;GASPERICH
32;F;E;GARE
1;M;L, B;BELAIR
63;F;L;DOMMELDANGE
30;M;D;GASPERICH
28;F;IND;GASPERICH
32;M;F;NEUDORF/WEIMERSHOF
51;M;RUS;CESSANGE
25;M;F;LIMPERTSBERG
26;M;L, GB;PULVERMUEHL
12;F;GB;BELAIR
40;M;LTU;LIMPERTSBERG
38;M;F;GASPERICH
32;F;UKR;KIRCHBERG
43;F;F;MUEHLENBACH
57;M;P;PFAFFENTHAL
28;M;SYR;KIRCHBERG
6;F;F;PFAFFENTHAL
28;M;AFG;CLAUSEN
31;M;IND;BEGGEN
58;F;B;NEUDORF/WEIMERSHOF
31;M;IND;GARE
21;M;IND;CENTS
45;M;L;BELAIR
23;M;BG;CENTS
20;F;L;BEGGEN
47;F;R;NEUDORF/WEIMERSHOF
30;F;ET;BONNEVOIE-SUD
27;F;L;CESSANGE
42;F;L;BONNEVOIE-SUD
4;M;UKR;DOMMELDANGE
49;F;IL;BELAIR
43;M;L;GARE
56;M;L;BONNEVOIE-SUD
35;M;L;GARE
36;F;L;GARE
30;M;P;VILLE-HAUTE
44;F;P;GARE
36;M;L;BONNEVOIE-SUD
43;F;L;GARE
74;M;L;GASPERICH
25;F;SYR;HOLLERICH
51;M;L;GARE
37;F;L;BONNEVOIE-SUD
29;M;L;VILLE-HAUTE
76;M;B;VILLE-HAUTE
42;F;L;GARE
63;F;L;VILLE-HAUTE
38;M;TN;BONNEVOIE-SUD
45;M;P;GARE
34;F;L;GASPERICH
84;F;L;GASPERICH
63;M;I;BONNEVOIE-NORD/VERLORENKOST
85;F;E;BONNEVOIE-SUD
84;F;L;BONNEVOIE-SUD
86;F;L;CENTS
83;F;L;BELAIR
34;F;L;BONNEVOIE-SUD
34;F;F;LIMPERTSBERG
5;F;ERY;GRUND
33;M;F;ROLLINGERGRUND/BELAIR-NORD
10;F;I;HOLLERICH
32;F;USA;KIRCHBERG
32;M;F;BELAIR
39;M;F;GARE
55;F;BIH;GASPERICH
54;M;I;HOLLERICH
53;M;B;BONNEVOIE-SUD
50;F;L;VILLE-HAUTE
54;M;F;VILLE-HAUTE
81;M;GB;HOLLERICH
54;F;PL;GASPERICH
52;M;L;MERL
53;F;IRL;HOLLERICH
53;M;E;NEUDORF/WEIMERSHOF
53;M;F;BONNEVOIE-SUD
51;F;L;HOLLERICH
41;M;D;GASPERICH
52;F;L;CENTS
62;M;B;CESSANGE
52;M;P;BELAIR
52;F;R;HOLLERICH
52;F;F;BELAIR
6;F;P;GASPERICH
69;F;L;DOMMELDANGE
74;F;P;GRUND
52;M;P;HOLLERICH
52;M;E;CENTS
52;M;B;HOLLERICH
55;F;F;VILLE-HAUTE
52;M;P;GARE
52;M;F;BELAIR
52;M;L, F;BELAIR
58;F;F;LIMPERTSBERG
51;F;P;BELAIR
4;M;DZ;CESSANGE
51;F;E;LIMPERTSBERG
45;F;L;CESSANGE
45;F;L;NEUDORF/WEIMERSHOF
18;M;F;BELAIR
47;F;F;CESSANGE
50;F;P;GASPERICH
50;M;B;LIMPERTSBERG
50;F;L;PFAFFENTHAL
49;F;L;GRUND
50;M;I;BELAIR
49;F;L;MERL
24;M;F;BONNEVOIE-SUD
6;M;F;GASPERICH
56;F;L, F;GASPERICH
67;F;P;BONNEVOIE-NORD/VERLORENKOST
67;M;L;PFAFFENTHAL
66;F;L;MUEHLENBACH
66;F;L, R;WEIMERSKIRCH
67;F;GR;NEUDORF/WEIMERSHOF
28;F;GUB;CLAUSEN
50;M;P;BELAIR
50;M;FIN;BEGGEN
50;M;L;DOMMELDANGE
1;M;SYR;MUEHLENBACH
49;F;P;MERL
38;F;F;GASPERICH
49;M;LTU;LIMPERTSBERG
49;M;D;BELAIR
28;F;B;BELAIR
49;M;F;GARE
54;F;P;GARE
48;M;CZ;KIRCHBERG
48;F;P;MUEHLENBACH
86;M;P;GASPERICH
62;M;M;KIRCHBERG
62;F;S;MERL
64;F;L;CENTS
29;M;F;GARE
62;M;I;BONNEVOIE-NORD/VERLORENKOST
54;F;GB;VILLE-HAUTE
81;F;L;BONNEVOIE-SUD
62;M;D;WEIMERSKIRCH
62;F;P;BONNEVOIE-SUD
61;F;PL;GARE
9;F;L;EICH
47;F;L, I;VILLE-HAUTE
48;M;GR;BONNEVOIE-NORD/VERLORENKOST
47;F;L;EICH
48;M;I;GARE
47;M;B;GASPERICH
47;M;IRL;NEUDORF/WEIMERSHOF
47;F;P;BONNEVOIE-SUD
47;F;L;CENTS
47;F;F;EICH
47;M;E;LIMPERTSBERG
47;M;HRV;BELAIR
69;M;L;LIMPERTSBERG
61;F;L;KIRCHBERG
32;M;DY;BONNEVOIE-NORD/VERLORENKOST
43;F;TJ;KIRCHBERG
55;F;L;CENTS
58;M;NL;CENTS
58;M;P;CENTS
58;F;P;NEUDORF/WEIMERSHOF
58;F;I;HOLLERICH
57;M;L;BELAIR
52;F;L;DOMMELDANGE
57;F;I;BONNEVOIE-SUD
52;F;CDN;CESSANGE
57;F;P;BONNEVOIE-SUD
57;F;F;LIMPERTSBERG
41;M;F;BONNEVOIE-SUD
46;M;P;BELAIR
17;M;P;ROLLINGERGRUND/BELAIR-NORD
46;M;F;GARE
46;M;TJ;BONNEVOIE-SUD
46;M;PL;GASPERICH
80;M;L;BONNEVOIE-SUD
45;F;L;HOLLERICH
45;F;M;BEGGEN
45;F;L;VILLE-HAUTE
45;F;EST;GARE
27;F;E;BELAIR
45;F;F;VILLE-HAUTE
56;M;P;LIMPERTSBERG
44;M;IRL;GARE
44;F;F;ROLLINGERGRUND/BELAIR-NORD
44;M;B, MA;BONNEVOIE-SUD
61;F;P;HOLLERICH
60;F;I;NEUDORF/WEIMERSHOF
44;M;B;BELAIR
44;M;B;GARE
67;M;L, RUS;DOMMELDANGE
43;M;MS;CESSANGE
6;M;L, SRB;GASPERICH
48;M;GB;BONNEVOIE-SUD
45;M;F;KIRCHBERG
43;M;P;BONNEVOIE-SUD
37;M;TJ;BONNEVOIE-SUD
43;F;D;MERL
44;F;F;CESSANGE
42;M;D;BEGGEN
46;M;L, GR;BEGGEN
42;F;P;MERL
42;M;E;VILLE-HAUTE
42;M;F;ROLLINGERGRUND/BELAIR-NORD
41;F;D;LIMPERTSBERG
40;M;F;BEGGEN
52;M;F;CESSANGE
41;F;F;VILLE-HAUTE
41;F;F;BONNEVOIE-SUD
54;F;F;ROLLINGERGRUND/BELAIR-NORD
76;F;L;HOLLERICH
31;F;F;KIRCHBERG
40;M;H;CESSANGE
40;F;A;BELAIR
41;F;MA;BELAIR
40;F;S;LIMPERTSBERG
98;F;L;HOLLERICH
40;F;EST;BELAIR
18;F;PL;CENTS
35;M;F;KIRCHBERG
39;M;L;BELAIR
39;M;F;LIMPERTSBERG
66;F;DK;BONNEVOIE-SUD
27;F;L, I;BONNEVOIE-SUD
26;M;F;NEUDORF/WEIMERSHOF
39;M;F;GARE
39;M;I;GARE
55;F;D;GARE
39;F;PL;DOMMELDANGE
39;M;USA;CLAUSEN
35;F;L;GASPERICH
39;F;TJ;BONNEVOIE-SUD
15;M;F;BELAIR
39;M;D;NEUDORF/WEIMERSHOF
35;F;D;GARE
38;M;F;HOLLERICH
17;M;F;BELAIR
31;F;RA;NEUDORF/WEIMERSHOF
51;F;SRB;CENTS
38;M;F;HOLLERICH
37;F;PL;EICH
53;M;P;BONNEVOIE-NORD/VERLORENKOST
24;M;P;BONNEVOIE-SUD
39;F;B;CENTS
58;M;P;BONNEVOIE-SUD
16;F;F;LIMPERTSBERG
19;F;L, B, GB;ROLLINGERGRUND/BELAIR-NORD
16;M;L, B, GB;ROLLINGERGRUND/BELAIR-NORD
13;F;GUB;LIMPERTSBERG
34;M;EST;VILLE-HAUTE
15;M;F, I;GASPERICH
32;M;TN;HOLLERICH
24;M;L;BELAIR
24;F;L, F;BONNEVOIE-SUD
58;F;F;MUEHLENBACH
33;F;DK;GASPERICH
86;M;L;ROLLINGERGRUND/BELAIR-NORD
13;M;P;HOLLERICH
21;M;L;CENTS
45;M;P;GARE
11;M;L;GARE
12;F;B;CESSANGE
20;M;B;BEGGEN
14;M;L, GB;BONNEVOIE-SUD
17;F;F;MERL
26;F;CH;NEUDORF/WEIMERSHOF
4;M;L, F;LIMPERTSBERG
1;M;H;BELAIR
25;F;L, F, P;CESSANGE
44;F;NL;LIMPERTSBERG
15;M;P;MERL
37;M;F;LIMPERTSBERG
22;F;P;EICH
37;F;F;NEUDORF/WEIMERSHOF
5;M;GB;CENTS
74;M;L;HOLLERICH
43;M;E;VILLE-HAUTE
43;M;I;HOLLERICH
18;M;L, I;NEUDORF/WEIMERSHOF
36;M;ERY;LIMPERTSBERG
5;M;L;NEUDORF/WEIMERSHOF
68;F;L;KIRCHBERG
75;F;L;GASPERICH
14;F;F;LIMPERTSBERG
43;F;L, RUS;WEIMERSKIRCH
31;M;RUS;GASPERICH
6;M;L;GASPERICH
37;M;P;HOLLERICH
37;F;F;LIMPERTSBERG
36;F;I;HOLLERICH
43;M;TJ;BEGGEN
4;M;L;BONNEVOIE-SUD
37;M;F;GARE
23;M;I;BONNEVOIE-SUD
33;M;R;BONNEVOIE-NORD/VERLORENKOST
36;F;F;BELAIR
36;F;F;GRUND
8;F;D;LIMPERTSBERG
34;M;GB;GASPERICH
36;F;B;GARE
35;M;RL;KIRCHBERG
61;F;L, GB;BONNEVOIE-SUD
14;F;P;BONNEVOIE-SUD
36;F;SVN;MERL
35;F;L;BONNEVOIE-SUD
35;M;I;GARE
35;F;F;GARE
65;M;L;BELAIR
34;F;E;BONNEVOIE-SUD
34;M;BG;GARE
34;F;L;BELAIR
34;M;F;ROLLINGERGRUND/BELAIR-NORD
34;F;EST;BONNEVOIE-NORD/VERLORENKOST
35;F;F;VILLE-HAUTE
34;F;E;BELAIR
34;F;F;HOLLERICH
72;F;L, GB;BELAIR
17;M;NEP;GARE
48;M;P;GARE
47;F;A;MERL
30;M;I;WEIMERSKIRCH
21;M;L;CENTS
32;F;F;BONNEVOIE-NORD/VERLORENKOST
4;F;F;BONNEVOIE-SUD
32;M;F;GASPERICH
22;F;B;BELAIR
31;F;CZ;LIMPERTSBERG
28;F;H;BEGGEN
38;F;BG;DOMMELDANGE
24;F;L;HOLLERICH
28;M;N;NEUDORF/WEIMERSHOF
19;M;B;CENTS
25;M;L, P;MUEHLENBACH
40;F;I;BELAIR
36;F;R;MERL
22;M;L;CENTS
21;F;BG;BONNEVOIE-SUD
22;M;L, P;HOLLERICH
22;M;L, NL;LIMPERTSBERG
37;F;GR;MERL
11;F;E;NEUDORF/WEIMERSHOF
61;F;L;CENTS
11;M;F;VILLE-HAUTE
23;M;L, P;BONNEVOIE-SUD
27;M;B;ROLLINGERGRUND/BELAIR-NORD
23;F;L;ROLLINGERGRUND/BELAIR-NORD
11;F;P;CENTS
6;M;L;CENTS
43;M;I;BONNEVOIE-SUD
16;M;L;BONNEVOIE-SUD
37;F;LVA;GARE
59;F;E;LIMPERTSBERG
18;M;L;BONNEVOIE-SUD
7;M;L, XXK;KIRCHBERG
35;F;E;ROLLINGERGRUND/BELAIR-NORD
45;F;PL;NEUDORF/WEIMERSHOF
16;F;TJ;NEUDORF/WEIMERSHOF
10;M;D;BONNEVOIE-SUD
8;F;R;KIRCHBERG
30;M;DK;GASPERICH
43;M;I;BONNEVOIE-SUD
19;M;L;BELAIR
3;M;L;BELAIR
6;M;L;CESSANGE
7;M;E;BONNEVOIE-NORD/VERLORENKOST
8;F;L;GASPERICH
38;M;L, TJ;BONNEVOIE-SUD
7;F;L, SK;CESSANGE
86;F;L;BELAIR
59;F;L;WEIMERSKIRCH
36;F;EST;BONNEVOIE-NORD/VERLORENKOST
53;F;CZ;LIMPERTSBERG
3;F;I;NEUDORF/WEIMERSHOF
22;F;L, GR, I;HOLLERICH
35;M;L;GASPERICH
76;M;F;LIMPERTSBERG
45;F;E;BONNEVOIE-SUD
41;F;F;BELAIR
38;M;F;MERL
52;F;L;DOMMELDANGE
24;M;L;BELAIR
62;F;IR;BELAIR
46;F;DK;CENTS
31;M;WAN;CENTS
45;M;P;BONNEVOIE-SUD
49;M;LTU;NEUDORF/WEIMERSHOF
51;M;GB;BELAIR
31;M;BR;NEUDORF/WEIMERSHOF
32;M;IL;GARE
48;F;CH;BELAIR
48;M;R;GARE
8;F;HRV;GARE
15;F;P;GARE
54;M;LTU;ROLLINGERGRUND/BELAIR-NORD
18;M;L, GB;NEUDORF/WEIMERSHOF
9;M;S;LIMPERTSBERG
59;F;L;GASPERICH
11;M;L;KIRCHBERG
73;F;B;VILLE-HAUTE
57;M;F;VILLE-HAUTE
35;M;E;GARE
42;M;F;BELAIR
68;M;TJ;CENTS
45;M;RUS;BEGGEN
36;F;F;BONNEVOIE-SUD
79;M;L;CENTS
83;F;D;LIMPERTSBERG
49;M;F;KIRCHBERG
53;M;NEP;BONNEVOIE-SUD
31;M;I;GARE
33;F;L;NEUDORF/WEIMERSHOF
19;M;I;BONNEVOIE-NORD/VERLORENKOST
78;M;L;KIRCHBERG
31;M;FIN;BEGGEN
37;M;R;BONNEVOIE-SUD
17;M;L;NEUDORF/WEIMERSHOF
17;F;EST;LIMPERTSBERG
81;F;L;BELAIR
40;F;F;BONNEVOIE-SUD
16;F;L;GASPERICH
48;F;F;BELAIR
46;F;D;ROLLINGERGRUND/BELAIR-NORD
21;M;L;BELAIR
47;F;P;GARE
53;M;L;BELAIR
17;F;NL;BELAIR
66;M;L;BONNEVOIE-SUD
79;M;L;BELAIR
79;M;L;BONNEVOIE-SUD
71;F;I;GASPERICH
79;M;L;BELAIR
78;M;L;LIMPERTSBERG
73;M;L;GASPERICH
34;F;FIN;LIMPERTSBERG
74;F;L;BELAIR
76;M;L;BELAIR
80;M;L;KIRCHBERG
86;F;D;GRUND
78;M;L;BONNEVOIE-SUD
46;M;F;BEGGEN
72;F;L;CENTS
78;M;L;NEUDORF/WEIMERSHOF
76;F;L;GASPERICH
93;M;I;KIRCHBERG
77;F;L;CLAUSEN
75;F;P;GARE
71;M;I;BONNEVOIE-SUD
59;F;D;BONNEVOIE-SUD
76;F;L;BONNEVOIE-SUD
75;M;L, D;NEUDORF/WEIMERSHOF
78;M;L;BEGGEN
79;M;I;GASPERICH
75;F;L, B;NEUDORF/WEIMERSHOF
62;F;D;BONNEVOIE-SUD
71;F;L;CENTS
77;M;I;BONNEVOIE-SUD
73;F;I;BONNEVOIE-SUD
90;F;L;HOLLERICH
102;M;NL;BELAIR
34;M;TJ;DOMMELDANGE
71;M;L;KIRCHBERG
75;F;L;EICH
75;F;L;GASPERICH
89;F;L, GB;CENTS
43;M;F;BONNEVOIE-SUD
69;F;F;BONNEVOIE-SUD
85;F;L;ROLLINGERGRUND/BELAIR-NORD
88;M;L;BEGGEN
79;F;L;CESSANGE
63;M;L;BELAIR
70;M;L;HOLLERICH
60;M;I;EICH
41;F;LTU;LIMPERTSBERG
86;M;L;HOLLERICH
76;F;L;BELAIR
62;M;GR;ROLLINGERGRUND/BELAIR-NORD
65;M;USA;CENTS
64;F;FIN;GARE
86;M;L;CENTS
73;F;L;MUEHLENBACH
80;F;L;LIMPERTSBERG
75;F;F;KIRCHBERG
34;F;F;BONNEVOIE-SUD
69;M;L;CLAUSEN
39;M;L;ROLLINGERGRUND/BELAIR-NORD
68;M;P;ROLLINGERGRUND/BELAIR-NORD
53;M;F;CESSANGE
57;F;L;KIRCHBERG
64;F;DK;BONNEVOIE-NORD/VERLORENKOST
78;M;P;LIMPERTSBERG
57;M;P;CLAUSEN
55;F;NL;BELAIR
66;M;P;GARE
34;M;P;BEGGEN
55;F;S;LIMPERTSBERG
25;M;IRL;BONNEVOIE-SUD
59;F;CDN;BONNEVOIE-NORD/VERLORENKOST
85;F;L;GASPERICH
82;F;L, F;LIMPERTSBERG
82;F;L;CENTS
57;F;F;GASPERICH
70;F;L;NEUDORF/WEIMERSHOF
52;F;L;BELAIR
45;F;D;GASPERICH
64;F;P;HAMM
55;M;GR;GARE
33;F;R;GARE
56;F;P;EICH
33;F;L;CESSANGE
59;M;PL;EICH
88;F;B;BELAIR
67;F;L;LIMPERTSBERG
36;M;IND;CENTS
56;F;L;VILLE-HAUTE
67;M;L;CENTS
70;M;F;BELAIR
65;M;L;GASPERICH
69;M;I;BELAIR
45;M;I;LIMPERTSBERG
73;F;L;MERL
83;F;SRB;BONNEVOIE-NORD/VERLORENKOST
29;M;P;MERL
52;M;I;EICH
43;M;I;KIRCHBERG
67;M;L;MUEHLENBACH
26;F;D;NEUDORF/WEIMERSHOF
60;F;P;VILLE-HAUTE
80;M;I;BONNEVOIE-NORD/VERLORENKOST
32;F;F;NEUDORF/WEIMERSHOF
38;M;B;WEIMERSKIRCH
6;M;P;ROLLINGERGRUND/BELAIR-NORD
82;M;F;VILLE-HAUTE
17;F;L;LIMPERTSBERG
14;F;F;LIMPERTSBERG
56;M;P;CESSANGE
63;M;P;BONNEVOIE-SUD
55;M;B;HAMM
51;F;L;GASPERICH
52;M;GB;LIMPERTSBERG
56;M;USA;NEUDORF/WEIMERSHOF
63;F;L;EICH
33;F;F;NEUDORF/WEIMERSHOF
48;F;L;NEUDORF/WEIMERSHOF
18;M;P;BONNEVOIE-SUD
32;F;F;KIRCHBERG
58;M;L, B;KIRCHBERG
94;F;F;BEGGEN
50;M;L, P;NEUDORF/WEIMERSHOF
49;M;L;CESSANGE
34;F;L, D;HAMM
29;F;F;GARE
60;F;I;GARE
10;F;L;BONNEVOIE-SUD
13;M;E;MERL
41;M;L;HOLLERICH
41;M;L, F;CESSANGE
41;F;HRV;BEGGEN
45;F;F, PL;GARE
85;F;L;ROLLINGERGRUND/BELAIR-NORD
17;F;L, F;GASPERICH
13;M;L;CESSANGE
13;F;L;MUEHLENBACH
41;F;L;LIMPERTSBERG
36;M;F;GARE
17;F;L;BONNEVOIE-SUD
1;F;R;CESSANGE
1;F;P, GB;MERL
86;F;L;LIMPERTSBERG
18;F;L;LIMPERTSBERG
84;F;D;NEUDORF/WEIMERSHOF
41;F;L;LIMPERTSBERG
20;M;L;NEUDORF/WEIMERSHOF
8;M;L, PL;HOLLERICH
23;M;F;GARE
60;M;B;NEUDORF/WEIMERSHOF
8;M;I;LIMPERTSBERG
74;F;L;LIMPERTSBERG
27;M;D;GASPERICH
32;F;F;CESSANGE
13;F;L;CESSANGE
15;M;CV;GASPERICH
8;M;L;MERL
34;F;I;BONNEVOIE-SUD
27;F;L;MERL
28;M;L;CENTS
91;F;F;ROLLINGERGRUND/BELAIR-NORD
40;M;MS;GASPERICH
36;F;F;DOMMELDANGE
47;F;D;BELAIR
27;M;L, F;HOLLERICH
27;F;L;KIRCHBERG
14;M;F, NL;BONNEVOIE-NORD/VERLORENKOST
5;M;I, IS;NEUDORF/WEIMERSHOF
55;F;DK;LIMPERTSBERG
51;F;I;LIMPERTSBERG
54;M;B;LIMPERTSBERG
20;F;L, I, D;NEUDORF/WEIMERSHOF
47;F;F;BELAIR
36;M;L, UZB;VILLE-HAUTE
59;M;L;ROLLINGERGRUND/BELAIR-NORD
69;F;F;ROLLINGERGRUND/BELAIR-NORD
17;F;P;BELAIR
16;F;I;HOLLERICH
23;F;CZ;MERL
55;F;P;GASPERICH
51;M;P;BONNEVOIE-SUD
35;F;F;BELAIR
27;F;F;PFAFFENTHAL
17;M;GB, I;LIMPERTSBERG
61;F;L;BONNEVOIE-SUD
59;F;F;BELAIR
30;F;PL;NEUDORF/WEIMERSHOF
32;M;GR;HOLLERICH
53;F;P;LIMPERTSBERG
67;F;TG;BONNEVOIE-SUD
41;M;F;NEUDORF/WEIMERSHOF
48;F;L;BELAIR
15;M;BR;GARE
93;M;L;CENTS
37;F;CY;NEUDORF/WEIMERSHOF
27;F;L;HAMM
38;M;IRL;LIMPERTSBERG
45;M;L;BELAIR
28;F;B;MUEHLENBACH
38;M;B;BONNEVOIE-SUD
57;M;I;ROLLINGERGRUND/BELAIR-NORD
10;F;B;GASPERICH
39;F;L;BONNEVOIE-SUD
59;M;NL;DOMMELDANGE
42;M;MK;BONNEVOIE-SUD
9;F;F;MERL
51;F;GB, I;LIMPERTSBERG
30;F;F;GASPERICH
63;F;P;GASPERICH
46;F;NL, TR;NEUDORF/WEIMERSHOF
25;M;I;BELAIR
43;M;B;BONNEVOIE-SUD
29;M;I;CLAUSEN
4;M;R;DOMMELDANGE
23;M;E;MUEHLENBACH
21;F;F;BONNEVOIE-NORD/VERLORENKOST
62;F;P;EICH
5;M;E;MERL
9;F;P;HAMM
89;F;L;LIMPERTSBERG
32;F;F;GARE
41;F;J;CENTS
19;F;L;BELAIR
86;F;L;VILLE-HAUTE
9;F;F;BONNEVOIE-NORD/VERLORENKOST
86;F;L;LIMPERTSBERG
67;F;P;BONNEVOIE-SUD
50;F;A;LIMPERTSBERG
74;M;L, I;GARE
3;M;P;CESSANGE
82;F;L;BELAIR
82;F;L;GASPERICH
82;F;L;KIRCHBERG
75;F;D;GARE
92;M;I;ROLLINGERGRUND/BELAIR-NORD
56;M;MA;LIMPERTSBERG
16;F;F;MERL
72;M;I;BELAIR
62;M;L;BONNEVOIE-NORD/VERLORENKOST
44;F;ZA;NEUDORF/WEIMERSHOF
29;M;F;LIMPERTSBERG
36;M;HRV;BONNEVOIE-SUD
29;M;F;WEIMERSKIRCH
43;M;F;BONNEVOIE-SUD
